,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174
0,0.6563789,0.61478037,0.55141604,0.2536451,0.3111716,0.4285132,0.46454355,0.38986433,0.4345958,0.30402228,0.30438584,0.585729,0.4037247,0.51006824,0.6623693,0.29612958,0.43086505,0.6603806,0.46854994,0.26104197,0.3551111,0.39038852,0.39863062,0.5251244,0.5352263,1.044375,0.3969744,0.35876495,0.33660445,0.3570645,0.50140184,0.65997255,0.57206774,0.48347706,0.38454163,0.33223483,0.36463055,0.26607746,0.30666703,0.39422417,0.3521928,0.4233234,0.9618157,0.30817923,0.32952446,0.5602309,0.5109666,0.29556882,0.49982446,0.39143056,0.34832543,0.49409398,0.3544579,0.31944737,0.27481675,0.44043094,0.33920613,0.32232323,0.4905151,0.43531114,0.34497988,0.40726548,0.52180856,0.43547848,0.7338917,0.42211735,0.57200146,0.4585374,0.3375486,0.7266578,0.31168738,0.4259876,0.28322613,0.5602587,0.58077574,0.54287326,0.33518595,0.29380965,0.38297817,0.27664316,0.3169316,0.40753525,0.4482946,0.6591382,0.3985842,0.72838444,0.46044832,0.28193125,0.29809868,0.5104115,0.8879333,0.37174657,0.35853228,0.42765725,0.39780545,0.4639814,0.58964556,0.3056048,0.4141101,0.4203303,0.8902229,0.453803,0.6641083,0.65361124,0.48356724,0.5366463,0.5146381,0.69608885,0.256395,0.47788686,0.43682545,0.58914864,0.85874283,0.2900098,0.53427607,0.44167092,0.6009742,0.33968812,0.32614133,0.6451026,0.4746509,0.54618204,0.4114606,0.31181347,0.26324186,0.7309744,0.33705348,0.758417,0.8475533,0.38359112,0.5143271,0.4126282,0.32391244,0.33484918,0.43568665,0.58522713,0.4654086,0.49564102,0.2631536,0.41614097,0.5741221,0.28424358,0.4362902,0.62782544,0.39319897,0.8734302,0.3998141,0.3206381,0.34289065,0.32918674,0.6807967,0.27442494,1.0828704,0.32588667,0.4149391,0.3468839,0.315741,0.34559673,0.49041384,0.24856973,0.304227,0.37299654,0.5464873,0.3601586,0.5098287,0.37234575,0.27303135,0.31782526,0.6809245,0.8118148,0.28347552,0.25220418,0.40397936,0.4415481,0.45139408
1,0.4953165,0.6110726,0.31967223,0.223288,0.24861445,0.39964485,0.39891297,0.3505835,0.38678324,0.23148386,0.2997576,0.40032795,0.34111893,0.49748182,0.5424174,0.29126224,0.45520395,0.43579048,0.22364412,0.2363059,0.26345062,0.2996991,0.36792982,0.23103505,0.4466752,0.323534,0.33558542,0.30465078,0.35904115,0.29057208,0.4331392,0.5677394,0.54822695,0.48984343,0.30513856,0.27780378,0.3248818,0.24253374,0.25762933,0.28788236,0.27106303,0.3410502,0.4931441,0.2512701,0.24893388,0.23597759,0.3943303,0.26601985,0.4903329,0.30226517,0.34224835,0.370763,0.35368016,0.32112098,0.25003117,0.4323442,0.27925882,0.3025062,0.27785155,0.29241577,0.2893724,0.36911324,0.37763613,0.34144592,0.8670068,0.40145934,1.0603299,0.37167424,0.268716,0.74434525,0.31662124,0.3617005,0.21894024,0.34921896,0.48337215,0.45019737,0.30728632,0.25173342,0.35278016,0.2536826,0.30748877,0.37560797,0.39112195,0.49038002,0.48073566,0.6925807,0.40473214,0.24874762,0.32457015,0.4856827,0.5143286,0.35637054,0.37922463,0.39537367,0.44260448,0.36245823,0.36468688,0.2750621,0.33371505,0.2666286,0.6550309,0.35217488,0.5510267,0.5271777,0.45651215,0.4388442,0.43467352,0.55921566,0.21639663,0.47050625,0.4298809,0.598935,0.7155528,0.25007552,0.4704788,0.36973593,0.4617115,0.33468455,0.33070657,0.49691403,0.2994411,0.37843582,0.3873385,0.2367851,0.32736766,0.6980501,0.3174269,0.48214453,0.7318516,0.37987116,0.454775,0.32705793,0.33074227,0.27692562,0.29721776,0.48557952,0.48294342,0.6710819,0.23120822,0.36545524,0.60020524,0.27183104,0.43384624,0.639365,0.27235258,0.5784734,0.32269108,0.29808855,0.27664357,0.2806529,0.5398377,0.24385232,0.8568507,0.25444663,0.498177,0.3290896,0.2720878,0.36738575,0.46843457,0.21605423,0.28268135,0.30519134,0.50400615,0.3338389,0.5086712,0.37131968,0.23345785,0.23774539,0.5563552,0.725066,0.24540597,0.22459956,0.3152845,0.35168296,0.31138125
2,0.6070501,0.52028096,0.2944215,0.20279884,0.25220445,0.3494254,0.35762513,0.37299526,0.37998387,0.21282595,0.26272392,0.3889168,0.46769714,0.47241044,0.48643672,0.25432894,0.44588548,0.37091702,0.5428841,0.21777408,0.245081,0.27173564,0.32989153,0.857098,0.39135337,0.43360507,0.36124665,0.28790468,0.31093895,0.27086702,0.38431555,0.49290532,0.46896666,0.4067335,0.78244317,0.24995184,0.2773615,0.21941271,0.23852319,0.27325848,0.25495762,0.30889782,0.64701784,0.22629932,0.23100922,0.61691123,0.36077404,0.23599577,0.44259316,0.28352425,0.30511305,0.32476816,0.32044262,0.30854487,0.22189781,0.3824927,0.2527895,0.26883808,0.2749303,0.32466206,0.3071093,0.33816588,0.39755732,0.3111822,0.5024747,0.36652103,0.39923564,0.33047122,0.251805,0.5939105,0.3030237,0.31589362,0.20339121,0.34156045,0.4320578,0.3972737,0.28214848,0.22924477,0.3139973,0.22524083,0.26730117,0.3760212,0.5417567,0.43990785,0.39187318,0.57787466,0.34793872,0.22810857,0.28520358,0.42141393,0.47314596,0.3861511,0.34746876,0.33760962,0.39227042,0.39963242,0.33079907,0.25849608,0.4064944,0.24846198,0.61288,0.6610725,0.49840876,0.49127948,0.39085352,0.39625913,0.3821234,0.48389807,0.20048217,0.4122771,0.38362417,0.5233818,0.6265593,0.23089135,0.43790388,0.65051544,0.3778751,0.29231668,0.3084147,0.4229762,0.39547044,0.35888475,0.3313675,0.22014174,0.2709128,0.60831285,0.3016276,0.41452065,0.4764709,0.33619303,0.38274318,0.30019245,0.28575337,0.24646336,0.3251949,0.4287732,0.34696847,0.5357082,0.2314566,0.33787,0.50870323,0.25681117,0.38008106,0.53912914,0.25817794,0.5051018,0.2900811,0.26839614,0.24902475,0.25353038,0.4938866,0.21918212,0.7102082,0.23693271,0.40919358,0.30171776,0.25194275,0.31137633,0.39946038,0.19914795,0.2513567,0.31312278,0.42291072,0.28423136,0.44791692,0.4585998,0.21296783,0.2612136,0.51783913,0.6267706,0.22523528,0.20567691,0.28703344,0.31809753,0.30009064
3,1.5516953,1.3503461,0.89502805,0.5668654,0.62711406,1.0296401,0.90377986,0.9034837,0.92038417,0.55496716,0.7046644,1.0734284,0.82634795,1.1823535,1.5881277,0.64843816,0.8862916,0.9027082,0.8251717,0.55331314,0.5708797,0.6892213,0.92252153,0.84813654,1.282225,0.8095055,0.8915705,0.5690146,0.72501785,0.7791129,1.0661825,1.5397569,1.292518,0.9738573,0.850194,0.71094054,0.7299477,0.5536702,0.63822347,0.81178355,0.7502037,0.9665452,0.9520279,0.5870957,0.6459051,0.847806,0.9775025,0.6234026,1.1755099,0.78506374,0.6963292,1.0350165,0.68608487,0.67312574,0.56524813,1.0285147,0.67255,0.70829684,0.7439852,0.9267214,0.6683899,1.0349067,1.0519829,1.0282515,0.91348696,0.8861176,0.95574075,0.9596618,0.687117,1.6040756,0.639348,0.98341304,0.52675885,0.993021,1.3400012,1.3117998,0.74211264,0.6444967,0.8628442,0.61426693,0.66799426,0.73170877,0.9972378,1.5532055,0.8964424,1.6219237,0.94537205,0.5957451,0.67353034,1.059181,1.4845065,0.8222904,0.7271602,0.9876122,0.87543035,0.7997605,0.9725536,0.64802474,0.9712355,0.69817394,2.0858476,1.1121697,1.3946108,1.5202334,1.1540034,1.2143496,1.2127253,0.9820624,0.5315631,1.0257014,0.7445079,1.3051014,1.7488794,0.60599065,1.2415233,1.0834479,1.5916234,0.7638146,0.68935496,1.3209001,0.92431796,0.69165033,0.8360754,0.5825109,0.5890617,1.8477216,0.75263166,1.0997264,1.231344,0.8949028,1.1072862,0.8598177,0.7517455,0.7116081,1.1123971,1.1126556,0.9976176,1.0723891,0.6276962,0.9713344,1.4464751,0.6374899,0.98343027,1.5474819,0.73284596,1.711361,0.71535695,0.70098674,0.8004268,0.6960953,1.1160063,0.5418643,2.5106022,0.7102109,0.91848314,0.70299494,0.6738013,0.7143267,1.0416769,0.5235893,0.6773432,0.7496878,1.2794387,0.75983125,1.0515864,0.752708,0.59586316,0.73427165,1.3348637,1.9385457,0.55180067,0.54631305,0.81828594,0.9594855,0.74933255
4,0.9373645,1.0012362,0.7362074,0.37335783,0.4415524,0.69998395,0.70210296,0.5786708,0.6506023,0.40415275,0.46059301,0.7325872,0.6383927,0.7862004,0.94759655,0.46513095,0.6687697,1.0793922,0.40615958,0.38566682,0.4359273,0.54765326,0.60493,0.4195638,0.72241974,0.4890332,0.5768242,0.55210626,0.55018693,0.48424324,0.69893086,0.941201,0.9161637,0.72853667,0.5227147,0.4847975,0.5386394,0.39984706,0.43616706,0.5878243,0.49608597,0.5842595,0.8121005,0.4210004,0.48390195,0.4525796,0.67623717,0.46741006,0.7926942,0.54360765,0.5212425,0.652225,0.61011106,0.5347124,0.42249554,0.69496936,0.46936145,0.50192887,0.83035606,0.6223335,0.48680323,0.6089114,0.72465235,0.61321133,1.0974722,0.65090156,0.9135275,0.66307044,0.47487298,1.1270608,0.47505274,0.61897373,0.41639772,0.80616,0.8420234,0.7586503,0.5466505,0.4270706,0.5875951,0.42073366,0.49277055,0.55453765,0.6770083,0.8835461,0.70598173,1.1191643,0.66458464,0.43389413,0.5036436,0.88820326,1.2772233,0.5979459,0.48921308,0.64427006,0.68650603,0.62981135,0.91097605,0.4554287,0.5928673,0.49754623,1.2536173,0.66991216,0.92830276,0.9431451,0.71907145,0.72022355,0.75779957,1.108722,0.37037534,0.74982244,0.8593841,0.92913043,1.2045275,0.41885453,0.815609,0.6597934,0.7999307,0.5371787,0.5094157,0.93389773,0.82087696,0.5800253,0.63414323,0.4333989,0.48255435,1.1427919,0.51921636,0.9211155,1.1304346,0.61280626,0.7345446,0.6110057,0.52814454,0.47863764,0.63907516,0.92408377,0.76553,0.8715814,0.4014241,0.62680703,0.93040824,0.44983748,0.69904137,0.95409745,0.6021656,1.5528458,0.49006197,0.50672495,0.47438323,0.47456717,1.0722836,0.394139,1.4917123,0.40946501,0.72267944,0.53510064,0.44731066,0.5948519,0.7299283,0.3622785,0.46742216,0.500026,0.8174386,0.54446346,0.70821065,0.588662,0.38165587,0.41838345,0.91903055,1.1926095,0.40675026,0.37655732,0.52251786,0.6147519,0.61277455
5,0.9373645,1.0012362,0.7362074,0.37335783,0.4415524,0.69998395,0.70210296,0.5786708,0.6506023,0.40415275,0.46059301,0.7325872,0.6383927,0.7862004,0.94759655,0.46513095,0.6687697,1.0793922,0.40615958,0.38566682,0.4359273,0.54765326,0.60493,0.4195638,0.72241974,0.4890332,0.5768242,0.55210626,0.55018693,0.48424324,0.69893086,0.941201,0.9161637,0.72853667,0.5227147,0.4847975,0.5386394,0.39984706,0.43616706,0.5878243,0.49608597,0.5842595,0.8121005,0.4210004,0.48390195,0.4525796,0.67623717,0.46741006,0.7926942,0.54360765,0.5212425,0.652225,0.61011106,0.5347124,0.42249554,0.69496936,0.46936145,0.50192887,0.83035606,0.6223335,0.48680323,0.6089114,0.72465235,0.61321133,1.0974722,0.65090156,0.9135275,0.66307044,0.47487298,1.1270608,0.47505274,0.61897373,0.41639772,0.80616,0.8420234,0.7586503,0.5466505,0.4270706,0.5875951,0.42073366,0.49277055,0.55453765,0.6770083,0.8835461,0.70598173,1.1191643,0.66458464,0.43389413,0.5036436,0.88820326,1.2772233,0.5979459,0.48921308,0.64427006,0.68650603,0.62981135,0.91097605,0.4554287,0.5928673,0.49754623,1.2536173,0.66991216,0.92830276,0.9431451,0.71907145,0.72022355,0.75779957,1.108722,0.37037534,0.74982244,0.8593841,0.92913043,1.2045275,0.41885453,0.815609,0.6597934,0.7999307,0.5371787,0.5094157,0.93389773,0.82087696,0.5800253,0.63414323,0.4333989,0.48255435,1.1427919,0.51921636,0.9211155,1.1304346,0.61280626,0.7345446,0.6110057,0.52814454,0.47863764,0.63907516,0.92408377,0.76553,0.8715814,0.4014241,0.62680703,0.93040824,0.44983748,0.69904137,0.95409745,0.6021656,1.5528458,0.49006197,0.50672495,0.47438323,0.47456717,1.0722836,0.394139,1.4917123,0.40946501,0.72267944,0.53510064,0.44731066,0.5948519,0.7299283,0.3622785,0.46742216,0.500026,0.8174386,0.54446346,0.70821065,0.588662,0.38165587,0.41838345,0.91903055,1.1926095,0.40675026,0.37655732,0.52251786,0.6147519,0.61277455
6,0.99610674,0.8972081,0.6904596,0.3816757,0.42583853,0.6823386,0.6167067,0.58253026,0.60240614,0.36661756,0.470137,0.7267863,0.56234074,0.7547605,1.0562233,0.41941175,0.57417166,0.8381149,0.39231512,0.35964188,0.38566568,0.49780566,0.5946903,0.4215179,0.7652062,0.39381763,0.54646057,0.44128883,0.4703822,0.50817585,0.6764783,0.96058047,0.8632889,0.6153519,0.53411746,0.4716063,0.49045554,0.36949295,0.41944528,0.54699403,0.48907623,0.6017354,0.81056696,0.38758576,0.4560848,0.47181293,0.633107,0.42181283,0.74568504,0.5063094,0.46631733,0.58840525,0.48609966,0.43406513,0.37464246,0.6750417,0.44413492,0.4698556,0.6386631,0.5575926,0.4208517,0.7531974,0.72672546,0.68639886,0.7611123,0.5829861,0.66707796,0.6000765,0.4738296,1.0181557,0.42273283,0.6481673,0.37594885,0.7265497,0.88507056,0.851918,0.4671074,0.4164241,0.5631187,0.4009981,0.44152445,0.48799714,0.65998244,0.97766024,0.5765722,0.97000533,0.6769561,0.40575397,0.44010422,0.72825,1.0520499,0.54159975,0.38430884,0.6290349,0.5832751,0.5316839,0.74710774,0.42481795,0.6623122,0.48834294,1.3931094,0.81077147,0.9032748,0.9938797,0.7262872,0.72679,0.7883533,0.8635697,0.3497104,0.628972,0.60030645,0.83572185,1.159834,0.39812753,0.7856202,0.7520266,0.7401426,0.504638,0.44739255,0.89782935,0.69608235,0.5058253,0.549076,0.40141296,0.38761255,1.1456432,0.49857152,0.72996634,0.91225886,0.5817344,0.6933162,0.57273173,0.48834136,0.46480542,0.6663483,0.7653019,0.5965619,0.6537896,0.3642431,0.6148862,0.95413727,0.43454683,0.625328,0.883473,0.6030068,1.4480428,0.47132242,0.44746983,0.5481728,0.4547338,0.7994596,0.35824364,1.5587882,0.4514684,0.57190895,0.462512,0.44891572,0.47983885,0.65264773,0.34820604,0.443595,0.43780282,0.7966248,0.50116324,0.57626885,0.48618302,0.36087906,0.42069262,0.87568897,1.1821566,0.36638498,0.35771334,0.5131117,0.6239224,0.5757358
7,1.0010089,0.8701892,0.7066084,0.36846423,0.422806,0.6608007,0.60411805,0.55027694,0.58538514,0.3655799,0.44954246,0.7550308,0.5270738,0.74791956,1.0316329,0.41885674,0.547679,0.7832427,0.38752115,0.35525927,0.37608466,0.49661595,0.5753789,0.41183385,0.8004622,0.399488,0.7341192,0.40299052,0.4864711,0.4987269,0.74755234,0.9462144,0.8410958,0.5983858,0.50963503,0.45300415,0.48828351,0.35857686,0.42606154,0.5336566,0.47388026,0.5867431,0.6480034,0.37993374,0.43732482,0.45773667,0.6979712,0.406592,0.70822513,0.5056981,0.46626616,0.6465203,0.47851482,0.42414644,0.36681598,0.64498353,0.43759626,0.45377654,0.6446386,0.57508713,0.41562715,0.65133435,0.73446906,0.64320064,0.72297853,0.5676456,0.66869414,0.5976347,0.46530887,1.0406741,0.40408862,0.61523265,0.36293763,0.7293836,0.84946316,0.8549175,0.44882044,0.4130394,0.5481493,0.40134022,0.43615463,0.46580613,0.63695264,0.9312721,0.56691176,1.0381272,0.6456361,0.38872612,0.42362183,0.6603111,1.0519387,0.51459426,0.3891179,0.610173,0.5617001,0.4363317,0.7498305,0.41130474,0.5923344,0.48208427,1.238733,0.70351964,0.93867254,0.9387334,0.69878775,0.70792913,0.7458079,0.9512887,0.34580895,0.6151145,0.54008377,0.8372112,1.151752,0.3947327,0.7542617,0.65821594,0.8944097,0.49040234,0.42835182,0.88040316,0.7439257,0.4420264,0.5949327,0.40472218,0.37720883,1.1552529,0.47969833,1.4382554,1.3998686,0.56359106,0.7780733,0.55695677,0.48185936,0.4620529,0.81843936,0.84869415,0.58198696,0.6953006,0.35815984,0.5913995,0.90882236,0.4044904,0.61282814,0.89787376,0.5857811,1.1324368,0.47544935,0.44132775,0.5176403,0.44489494,1.0334092,0.350815,1.6268892,0.44021842,0.56410825,0.45777524,0.4357436,0.475023,0.7170594,0.33994317,0.42883852,0.43169764,0.7649261,0.50394106,0.6094934,0.47568253,0.35495296,0.4106598,0.9492523,1.2276949,0.36888164,0.35146073,0.56192654,0.63352406,0.5859584
8,0.8440469,0.7819024,0.6536013,0.29962146,0.36104095,0.59942824,0.5372159,0.49215412,0.5141994,0.3182971,0.3754446,0.6448442,0.45931658,0.64950603,0.8184355,0.35669956,0.48536935,0.68888724,0.31958857,0.31320307,0.3273144,0.43427688,0.50097626,0.34990063,0.66104496,0.3252903,0.45914838,0.3518504,0.39201865,0.42333415,0.5840269,0.8258616,0.72853565,0.519944,0.42893666,0.4093951,0.40563807,0.3141368,0.36048254,0.5189197,0.4327165,0.5104952,0.5310791,0.33157277,0.3819362,0.4030156,0.5511688,0.35373595,0.6708235,0.47522685,0.4079679,0.5073271,0.41373512,0.39427546,0.31651145,0.5609562,0.40459222,0.39129144,0.7400729,0.52687734,0.38848275,0.5275614,0.59764934,0.56960285,0.62457186,0.49894542,0.57374805,0.52844185,0.4052295,0.83708775,0.34544748,0.5369702,0.3257246,0.69144887,0.7378663,0.6827146,0.4431922,0.3556082,0.4829595,0.33740848,0.37257183,0.4111281,0.54832333,0.8419276,0.48657256,0.8867046,0.5059574,0.332032,0.37258595,0.59564805,0.9014442,0.480384,0.4106936,0.5225808,0.48257115,0.4181583,0.6702102,0.36816683,0.5174396,0.42166814,1.0772743,0.59332573,0.7878659,0.85627943,0.6295117,0.66692793,0.6730231,0.6545786,0.29586688,0.5869154,0.5038688,0.7192746,1.0153645,0.34151486,0.7135279,0.5711601,0.6302197,0.42806453,0.38921872,0.75998104,0.70474416,0.36662948,0.4938936,0.34874418,0.31868106,0.99740934,0.41553363,0.6802023,0.79133123,0.48898277,0.5752333,0.5146623,0.4136392,0.39169443,0.5390755,0.73636717,0.5065497,0.57877195,0.31243777,0.5303252,0.7594336,0.3467759,0.54705536,0.7880348,0.5365835,1.0122943,0.396901,0.38229924,0.42569113,0.38256747,0.7320401,0.2999216,1.276184,0.35226437,0.5195149,0.39298418,0.3751036,0.40963972,0.5658938,0.28976482,0.3783273,0.38066775,0.6720561,0.4188411,0.59846854,0.41882426,0.30300847,0.35620973,0.7824555,1.0100006,0.31355292,0.30363348,0.4328509,0.53915095,0.52569485
9,1.0917398,0.98860854,0.7771942,0.40503597,0.46082327,0.77949667,0.65523887,0.62847024,0.6548057,0.4010064,0.50139064,0.7965604,0.58468485,0.83042383,1.1070372,0.45564246,0.61822444,0.7939094,0.42725107,0.3931998,0.4138611,0.53853935,0.64635926,0.4619575,0.8287273,0.42545477,0.5851801,0.436019,0.5063525,0.54911464,0.74002224,1.04138,0.9342687,0.64498985,0.56929994,0.5188527,0.51963836,0.40000606,0.45652273,0.6319751,0.5464263,0.65428567,0.71658266,0.42338446,0.47745916,0.53101444,0.68539655,0.45090696,0.83875674,0.5739491,0.50491893,0.63628143,0.51282775,0.48456767,0.40076786,0.73175627,0.48372248,0.5045011,0.8424428,0.6375675,0.47097278,0.76153827,0.76468235,0.75447285,0.7430814,0.6408328,0.6618517,0.6566327,0.51326585,1.0869179,0.44644493,0.69803965,0.40454626,0.8305103,0.9575864,0.9157316,0.54159087,0.45284683,0.61624414,0.4354391,0.474538,0.51985604,0.7059784,1.0640892,0.62521225,1.0767053,0.69341415,0.42723912,0.47682717,0.7568381,1.1098729,0.6074853,0.4301469,0.66857576,0.6265955,0.48799852,0.8009418,0.46490777,0.68774,0.5257349,1.3525971,0.83441675,0.99634653,1.0923916,0.79867625,0.7980373,0.86319727,0.7464999,0.37751937,0.70172787,0.5932853,0.920256,1.2625769,0.43204248,0.8901028,0.77335495,0.80163664,0.5495616,0.49041954,0.96530974,0.86343694,0.4885664,0.6251402,0.43889242,0.41580248,1.2891737,0.537723,0.8217518,0.93461674,0.62967145,0.7439589,0.6469981,0.5333927,0.5002923,0.7211646,0.87239,0.61529315,0.7081369,0.39359507,0.68520683,1.0263641,0.45749325,0.6888029,0.97772324,0.6411206,1.235414,0.50330347,0.48301083,0.57176095,0.48831588,0.8458737,0.3833135,1.6024103,0.47810078,0.6344107,0.496658,0.48488787,0.51706946,0.7132786,0.37311298,0.48318782,0.48374397,0.85336185,0.5346908,0.6355782,0.5324479,0.38908076,0.46463275,0.9582667,1.2944785,0.3964749,0.3864778,0.554988,0.6820221,0.62228316
