,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,41.30595378612893,6.542928805616939,3.962635403218794,2.3284088136119445,0.1818181818181818,9.958591954639385,8.85139014155497,13.191532470703311,2.2416050919887187,13.554908232447854,27.3326614175292,12.016517557715131,9.143484335040114,16.10400083753123,13.306308700750536,14.139797887435332,15.30839989803038,6.266795614405122,3.506782094906529,0.7713892158398701,14.63608130727135
1,51.454224220005926,9.16334775880302,0.7272727272727272,11.345804190416503,7.923184934363972,1.4770978917519928,4.146092454905957,6.504925025453934,6.680426571226848,9.865207248182209,5.677270907634907,10.548588875898393,5.2254937684363325,12.196734422726124,2.9204324371289108,7.048826172720046,6.994685113335035,2.987577586391815,8.244206580912461,4.47213595499958,13.535383687588908
2,48.61282353011649,6.345428496950962,3.1175323999058637,9.204741860979738,3.053246477044848,8.578273536062143,4.688653439355501,8.276223037629848,4.817324108906098,14.594236380749424,10.46363241450048,17.833017942166148,6.49984106607981,25.09090909090909,10.711853324840318,17.075428191816577,18.04402330023723,4.0451991747794525,6.361038430740328,8.641625191502651,27.70565476189155
3,37.64778043790665,0.3636363636363636,0.1818181818181818,3.1701083225750355,0.6298366572977735,0.92709445701687,1.0909090909090908,6.565625485551922,8.244206580912461,9.127200289462644,7.828745506040359,14.880238156807362,4.63547228508435,8.379431724947572,8.434482548904146,13.103529270347092,7.215685393812519,4.302603478617902,1.33608531424537,0.1818181818181818,22.796258936229066
4,35.998163405860595,0.7713892158398701,1.28564869306645,12.5071880159417,3.5628941713209863,0.4065578140908709,0.3149183286488867,1.9069251784911847,3.4641016151377544,11.878169433498964,3.036962379725466,3.128118278924592,3.1069104528427385,7.279542261515491,7.518572046594667,3.232070697205668,2.0730462274529784,0.4065578140908709,0.3636363636363636,2.903403531394784,9.16334775880302
5,37.452780187879945,4.416348291451317,1.4770978917519928,4.58167387940151,4.741238112874654,4.09797369803078,4.185768884807759,5.1425947722658005,4.723774929733302,11.867031906967798,3.899565561732221,8.3081161154879,7.412297131141639,10.77032961426901,8.672174558335868,6.179143806533246,2.9541957835039856,3.6725472503134826,2.976491917044527,0.5454545454545454,10.131368520549112
6,70.99388869054123,26.242354258427227,22.914862187910035,33.690864936437734,10.2336343850693,0.1818181818181818,2.834264957839981,20.23661684069313,2.903403531394784,5.288378026272359,8.744301568298944,7.558039887573282,13.563441382951464,7.790649194774018,1.4545454545454544,7.231702473218669,1.8895099718933208,7.236272269866327,6.361038430740328,11.377809343390558,21.06189226506308
7,38.95451893496498,15.081048256965616,4.932603624091104,2.459590774267033,0.1818181818181818,19.053643281904108,34.845111826220595,19.826520347527172,2.1818181818181817,15.730162635170863,18.98759925898571,5.633430321756243,6.899514894912828,11.527903624834442,3.367319850445842,6.235064799811727,20.0,2.787219948501072,3.4305385934751285,1.9917183909278768,18.45073852359617
8,78.34908112030857,21.984216727551768,11.200649331826504,43.2925852067568,22.72145380053656,0.1818181818181818,2.439346884545225,6.235064799811727,8.543520090524167,7.151258341562594,1.259673314595547,4.177863742936748,16.794331983644348,3.8311468192191778,1.360602686099615,4.959338798903948,1.4993111365882403,1.5102952478032865,3.2115494059373986,22.818000723656606,12.580977376004505
9,57.16092984571232,3.1069104528427385,1.9241827716833384,4.177863742936748,0.1818181818181818,0.1818181818181818,0.1818181818181818,6.954396908692829,6.272068476603761,7.941938061033292,11.12513348420244,14.008262024915073,6.37661015154552,8.547388562576842,3.064054462973221,16.261296137335293,4.817324108906098,5.362865892273682,1.7056057308448835,4.209395237378264,55.14818504764764
